customer_id,event_type,event_date,product_category,quantity,net_sale_euro
CUST_01100,purchase,2024-08-22,rtw,1,425.72
CUST_01384,purchase,2024-10-19,textile,4,1071.89
CUST_00535,purchase,2025-01-14,slg,2,1407.95
CUST_03229,purchase,2024-12-20,bags,1,1680.92
CUST_00189,purchase,2024-06-26,slg,1,1568.96
CUST_00067,purchase,2024-07-02,shoes,1,1774.26
CUST_01808,purchase,2024-12-08,bags,1,1343.35
CUST_01753,purchase,2024-11-17,shoes,2,1326.34
CUST_02663,purchase,2024-08-17,shoes,2,1845.82
CUST_01123,purchase,2024-06-24,rtw,3,996.5
CUST_01026,purchase,2024-06-22,rtw,2,1115.85
CUST_02722,purchase,2024-11-14,shoes,1,401.34
CUST_00213,purchase,2024-09-10,rtw,3,372.29
CUST_02974,purchase,2024-11-27,shoes,2,1041.76
CUST_01759,purchase,2024-10-06,bags,3,1791.59
CUST_02883,purchase,2024-06-25,bags,2,366.07
CUST_00875,purchase,2024-10-01,bags,2,932.92
CUST_00544,purchase,2024-12-14,shoes,1,388.06
CUST_02128,purchase,2024-11-22,slg,1,555.51
CUST_00039,purchase,2024-06-03,rtw,1,1414.63
CUST_03347,purchase,2024-07-01,slg,1,1273.71
CUST_02843,purchase,2024-07-04,slg,1,1895.81
CUST_00291,purchase,2024-07-29,slg,2,1267.4
CUST_00366,purchase,2024-12-05,bags,1,1870.4
CUST_00423,purchase,2024-08-20,rtw,2,750.75
CUST_01226,purchase,2024-07-06,slg,1,846.59
CUST_03169,purchase,2024-12-26,shoes,2,829.07
CUST_02628,purchase,2024-11-21,shoes,1,565.38
CUST_00281,purchase,2024-10-14,textile,1,1634.25
CUST_00035,purchase,2024-11-04,shoes,1,1231.21
CUST_01803,purchase,2024-08-29,shoes,1,529.36
CUST_02573,purchase,2024-12-09,shoes,2,860.28
CUST_01687,purchase,2024-11-05,slg,2,676.62
CUST_00890,purchase,2024-06-23,bags,3,985.16
CUST_00574,purchase,2024-11-07,bags,1,454.17
CUST_02415,purchase,2024-12-04,slg,4,896.3
CUST_01440,purchase,2024-09-18,rtw,2,1554.32
CUST_03241,purchase,2024-07-06,shoes,3,511.7
CUST_01135,purchase,2024-10-02,bags,4,1234.23
CUST_01017,purchase,2024-10-20,textile,2,1075.69
CUST_02458,purchase,2024-12-02,textile,2,619.33
CUST_01168,purchase,2024-12-17,bags,2,1730.23
CUST_03473,purchase,2024-11-16,rtw,1,606.65
CUST_00842,purchase,2024-10-11,textile,3,1564.38
CUST_02088,purchase,2024-07-19,slg,1,152.22
CUST_01211,purchase,2024-11-13,bags,1,611.76
CUST_03211,purchase,2024-12-21,shoes,5,1427.96
CUST_02028,purchase,2024-09-07,bags,5,1439.09
CUST_00988,purchase,2024-10-06,textile,3,1057.47
CUST_00291,purchase,2024-11-27,bags,2,1240.9
CUST_01480,purchase,2024-08-21,shoes,1,733.57
CUST_01585,purchase,2024-10-24,slg,2,953.8
CUST_01497,purchase,2025-02-13,shoes,2,402.03
CUST_03125,purchase,2024-09-29,bags,1,472.36
CUST_00069,purchase,2024-10-29,bags,3,306.26
CUST_00057,purchase,2024-08-07,shoes,2,1907.85
CUST_00164,purchase,2024-06-16,slg,2,650.13
CUST_02076,purchase,2024-08-13,textile,2,323.59
CUST_03143,purchase,2024-09-15,slg,1,1571.97
CUST_02875,purchase,2024-09-11,bags,2,1379.68
CUST_02624,purchase,2024-10-16,textile,2,506.82
CUST_02524,purchase,2024-07-10,rtw,3,639.44
CUST_00343,purchase,2024-08-19,bags,1,572.24
CUST_02095,purchase,2024-07-23,shoes,2,1834.43
CUST_02198,purchase,2024-08-23,slg,1,1131.6
CUST_02403,purchase,2024-11-10,bags,2,924.75
CUST_01271,purchase,2024-11-26,slg,1,1027.62
CUST_02990,purchase,2024-08-01,bags,2,1550.85
CUST_01002,purchase,2024-06-23,slg,1,268.19
CUST_00476,purchase,2024-09-25,textile,4,1100.38
CUST_02494,purchase,2024-06-15,rtw,3,556.85
CUST_02729,purchase,2024-12-07,shoes,2,1883.88
CUST_00490,purchase,2024-06-04,shoes,3,190.65
CUST_02874,purchase,2024-06-03,shoes,1,762.84
CUST_02034,purchase,2024-08-28,textile,3,1277.36
CUST_02119,purchase,2024-12-18,rtw,3,969.85
CUST_00684,purchase,2024-09-04,shoes,2,933.45
CUST_03072,purchase,2024-12-17,rtw,1,1988.6
CUST_03003,purchase,2024-07-01,bags,2,1913.77
CUST_01373,purchase,2024-12-24,slg,1,459.55
CUST_01115,purchase,2024-10-10,bags,2,1618.53
CUST_01078,purchase,2024-11-30,textile,1,163.06
CUST_02571,purchase,2024-06-20,slg,2,1539.91
CUST_01865,purchase,2024-11-05,rtw,4,1620.3
CUST_00228,purchase,2024-10-06,textile,3,1190.27
CUST_00684,purchase,2024-09-03,shoes,2,666.12
CUST_01045,purchase,2024-12-15,bags,1,1271.52
CUST_02351,purchase,2024-11-20,bags,1,251.84
CUST_00936,purchase,2024-12-07,textile,1,1255.81
CUST_00011,purchase,2024-06-12,bags,1,1529.39
CUST_01002,purchase,2024-06-12,slg,2,873.46
CUST_01491,purchase,2024-09-07,shoes,2,1931.16
CUST_00734,purchase,2024-06-10,textile,4,1119.22
CUST_03290,purchase,2024-11-16,slg,4,1995.98
CUST_00920,purchase,2024-08-22,shoes,1,1682.7
CUST_01705,purchase,2024-12-02,rtw,3,1592.64
CUST_01112,purchase,2024-12-29,bags,2,1288.44
CUST_02342,purchase,2024-09-04,bags,3,533.81
CUST_02057,purchase,2024-11-20,bags,2,244.57
CUST_00735,purchase,2024-07-28,textile,4,1987.44
CUST_00189,purchase,2024-09-11,bags,2,123.59
CUST_01906,purchase,2024-08-12,rtw,1,1692.53
CUST_01341,purchase,2024-06-23,textile,1,542.98
CUST_01871,purchase,2024-06-03,rtw,3,1517.69
CUST_00822,purchase,2024-08-14,textile,1,1795.77
CUST_03214,purchase,2024-08-17,textile,1,1151.45
CUST_00994,purchase,2024-11-22,rtw,2,1954.84
CUST_02424,purchase,2024-10-05,shoes,2,1880.8
CUST_03001,purchase,2024-10-18,shoes,3,1686.0
CUST_00617,purchase,2024-06-02,slg,1,609.92
CUST_00098,purchase,2024-07-30,textile,2,1441.22
CUST_01419,purchase,2024-11-10,bags,2,106.42
CUST_01373,purchase,2024-06-01,slg,3,1172.01
CUST_03478,purchase,2024-12-06,rtw,1,1282.18
CUST_00426,purchase,2024-07-23,textile,1,1028.42
CUST_00976,purchase,2024-09-16,slg,3,1553.86
CUST_00246,purchase,2024-07-07,rtw,3,706.28
CUST_00382,purchase,2024-06-12,shoes,2,359.13
CUST_03464,purchase,2024-10-12,slg,1,1701.91
CUST_02871,purchase,2024-10-26,slg,1,1737.15
CUST_03064,purchase,2024-06-22,textile,2,863.13
CUST_00392,purchase,2024-10-08,shoes,1,1286.36
CUST_02611,purchase,2024-12-27,slg,2,176.99
CUST_00307,purchase,2024-10-30,textile,4,480.97
CUST_00256,purchase,2024-09-20,shoes,2,125.47
CUST_00970,purchase,2024-08-14,rtw,4,578.31
CUST_03486,purchase,2024-08-20,slg,3,1669.35
CUST_02871,purchase,2024-12-30,rtw,1,1636.31
CUST_01303,purchase,2024-09-24,rtw,3,1624.22
CUST_00957,purchase,2024-06-20,shoes,2,1283.38
CUST_00558,purchase,2024-12-17,textile,1,1705.1
CUST_00447,purchase,2024-07-10,bags,1,1871.34
CUST_00674,purchase,2024-09-24,slg,1,1494.37
CUST_01287,purchase,2025-01-05,bags,1,703.79
CUST_02196,purchase,2024-08-31,shoes,1,1521.0
CUST_01852,purchase,2024-08-18,slg,3,1414.79
CUST_01086,purchase,2024-07-01,bags,2,861.12
CUST_00646,purchase,2025-04-05,rtw,2,712.01
CUST_03385,purchase,2024-11-28,textile,2,1447.84
CUST_00166,purchase,2024-11-11,rtw,3,230.97
CUST_00608,purchase,2024-06-24,shoes,2,1268.6
CUST_01458,purchase,2024-09-10,textile,4,214.7
CUST_00201,purchase,2024-11-21,rtw,2,1431.25
CUST_01066,purchase,2024-12-27,shoes,1,1738.38
CUST_00128,purchase,2024-11-10,slg,1,1077.12
CUST_02278,purchase,2024-12-09,textile,2,747.45
CUST_01024,purchase,2024-06-25,slg,2,932.43
CUST_00418,purchase,2025-03-22,shoes,1,1175.79
CUST_00498,purchase,2024-06-04,bags,1,1978.45
CUST_03402,purchase,2024-12-17,shoes,2,1006.43
CUST_00536,purchase,2024-07-21,slg,2,1391.15
CUST_01525,purchase,2024-11-23,bags,2,1653.21
CUST_02386,purchase,2024-10-29,rtw,2,1673.44
CUST_03330,purchase,2024-06-20,bags,3,1507.55
CUST_00265,purchase,2024-07-21,slg,2,1574.49
CUST_03315,purchase,2024-07-03,bags,2,1066.3
CUST_03471,purchase,2024-12-30,rtw,1,1498.3
CUST_00502,purchase,2024-06-11,slg,3,1251.46
CUST_00208,purchase,2024-07-14,textile,1,1266.72
CUST_01775,purchase,2024-12-28,slg,4,246.82
CUST_02033,purchase,2024-06-08,slg,1,1405.53
CUST_02799,purchase,2024-11-08,shoes,2,1150.15
CUST_01450,purchase,2024-07-25,shoes,2,1638.53
CUST_01127,purchase,2024-10-21,slg,2,210.32
CUST_00609,purchase,2024-06-09,textile,4,1883.34
CUST_02537,purchase,2024-11-05,shoes,4,1009.53
CUST_02652,purchase,2024-08-15,slg,1,654.83
CUST_01688,purchase,2024-12-26,slg,4,264.37
CUST_00250,purchase,2024-06-23,rtw,1,811.22
CUST_01569,purchase,2024-07-06,slg,2,112.33
CUST_00817,purchase,2024-11-12,textile,2,1711.38
CUST_01021,purchase,2024-11-09,textile,2,1615.37
CUST_03256,purchase,2024-06-05,slg,3,266.21
CUST_03203,purchase,2024-11-30,rtw,3,600.67
CUST_01965,purchase,2024-10-18,slg,2,1342.49
CUST_01410,purchase,2024-10-23,textile,2,890.0
CUST_01318,purchase,2024-11-15,rtw,1,192.21
CUST_00737,purchase,2024-06-07,rtw,4,563.06
CUST_02446,purchase,2024-07-27,bags,1,1636.56
CUST_03321,purchase,2024-12-17,rtw,2,293.67
CUST_00240,purchase,2024-12-25,slg,1,762.85
CUST_02169,purchase,2024-08-31,textile,6,516.89
CUST_00954,purchase,2024-07-11,bags,2,607.69
CUST_01016,purchase,2024-12-01,shoes,1,1078.47
CUST_01092,purchase,2024-10-15,bags,1,392.9
CUST_03130,purchase,2024-10-28,textile,3,1768.84
CUST_03468,purchase,2024-12-22,slg,1,417.25
CUST_01454,purchase,2024-07-15,shoes,2,1354.33
CUST_00969,purchase,2024-10-30,rtw,4,492.13
CUST_03303,purchase,2025-03-01,rtw,2,648.82
CUST_02424,purchase,2024-06-08,rtw,1,853.47
CUST_02326,purchase,2024-10-23,shoes,1,160.5
CUST_02307,purchase,2024-07-19,slg,3,1354.73
CUST_02221,purchase,2024-11-02,shoes,1,653.05
CUST_02009,purchase,2024-10-06,bags,1,1701.65
CUST_00231,purchase,2024-07-30,textile,2,748.49
CUST_00897,purchase,2024-06-06,textile,4,499.1
CUST_01958,purchase,2024-06-01,rtw,3,1150.01
CUST_02516,purchase,2024-07-22,shoes,3,770.26
CUST_01396,purchase,2024-12-01,shoes,2,1137.99
CUST_03287,purchase,2024-08-22,bags,3,913.38
CUST_00090,purchase,2024-07-08,textile,4,715.48
CUST_02887,purchase,2024-07-07,bags,4,913.87
CUST_03468,purchase,2024-10-13,rtw,3,873.77
CUST_00298,purchase,2024-09-04,slg,1,1174.23
CUST_02401,purchase,2024-06-26,rtw,1,1685.45
CUST_01237,purchase,2024-08-22,shoes,2,915.5
CUST_00646,purchase,2024-12-05,slg,2,573.14
CUST_03244,purchase,2024-11-11,slg,4,372.26
CUST_02660,purchase,2024-08-21,shoes,1,550.38
CUST_02897,purchase,2024-10-22,textile,2,1485.3
CUST_03224,purchase,2024-08-31,shoes,1,851.06
CUST_02727,purchase,2024-10-29,shoes,2,815.1
CUST_01550,purchase,2024-08-18,rtw,1,308.29
CUST_00522,purchase,2024-07-16,bags,2,1420.29
CUST_02876,purchase,2024-10-27,slg,3,1275.95
CUST_03485,purchase,2024-12-15,textile,1,1271.08
CUST_00133,purchase,2024-07-17,textile,2,1656.76
CUST_01304,purchase,2024-12-25,textile,3,1214.62
CUST_00905,purchase,2024-11-11,textile,2,1658.05
CUST_00427,purchase,2024-10-06,shoes,1,106.93
CUST_01357,purchase,2024-12-08,bags,5,540.77
CUST_00975,purchase,2024-08-28,rtw,2,1396.24
CUST_00688,purchase,2024-11-10,bags,2,642.0
CUST_03366,purchase,2024-11-29,rtw,3,1281.58
CUST_01830,purchase,2024-06-03,rtw,2,326.57
CUST_00859,purchase,2024-08-03,bags,2,501.01
CUST_01436,purchase,2024-08-05,bags,2,184.16
CUST_02951,purchase,2024-06-01,bags,2,248.4
CUST_01581,purchase,2024-09-21,slg,2,1724.18
CUST_00682,purchase,2024-09-14,slg,1,1776.33
CUST_01552,purchase,2024-08-29,textile,1,1539.84
CUST_01538,purchase,2024-06-26,slg,1,1502.61
CUST_03231,purchase,2024-10-26,shoes,2,1558.26
CUST_00667,purchase,2024-09-24,bags,1,1852.03
CUST_03274,purchase,2024-06-09,rtw,1,1010.72
CUST_00083,purchase,2024-08-21,rtw,2,512.74
CUST_00429,purchase,2024-06-19,rtw,4,1061.88
CUST_00697,purchase,2024-09-05,shoes,1,588.46
CUST_02999,purchase,2024-06-20,textile,2,913.48
CUST_00382,purchase,2024-08-26,textile,2,1843.81
CUST_02514,purchase,2024-10-02,bags,2,1580.49
CUST_01767,purchase,2024-11-15,shoes,2,281.76
CUST_02488,purchase,2024-09-20,shoes,1,967.95
CUST_00220,purchase,2024-06-26,rtw,2,829.9
CUST_00842,purchase,2024-07-19,slg,4,322.38
CUST_02856,purchase,2024-11-06,textile,1,303.32
CUST_01087,purchase,2025-01-28,rtw,1,1148.4
CUST_01219,purchase,2024-07-31,bags,1,358.83
CUST_00204,purchase,2024-09-09,textile,1,1300.77
CUST_02252,purchase,2024-11-01,shoes,2,575.95
CUST_00224,purchase,2024-09-01,bags,2,530.28
CUST_01752,purchase,2024-06-23,rtw,5,163.07
CUST_03375,purchase,2024-11-17,textile,2,1397.02
CUST_01968,purchase,2024-07-22,bags,1,844.76
CUST_00106,purchase,2024-11-05,shoes,2,576.04
CUST_02615,purchase,2024-08-14,bags,1,748.94
CUST_01940,purchase,2024-06-30,rtw,3,479.66
CUST_03215,purchase,2024-09-10,slg,2,499.88
CUST_02004,purchase,2024-11-17,rtw,1,1772.66
CUST_00374,purchase,2024-10-29,textile,1,332.24
CUST_01588,purchase,2024-11-01,rtw,2,1180.58
CUST_01563,purchase,2024-10-20,shoes,2,312.75
CUST_01826,purchase,2024-06-12,rtw,1,1660.05
CUST_01802,purchase,2024-09-28,rtw,2,315.57
CUST_00927,purchase,2024-08-08,textile,1,1255.77
CUST_00253,purchase,2024-07-09,bags,2,1391.38
CUST_00352,purchase,2024-11-19,rtw,3,465.35
CUST_03311,purchase,2024-10-17,slg,1,1749.19
CUST_03099,purchase,2024-10-29,shoes,3,619.29
CUST_02268,purchase,2024-06-16,slg,1,1165.41
CUST_03353,purchase,2024-10-12,slg,1,238.62
CUST_02194,purchase,2024-11-23,slg,2,959.51
CUST_02346,purchase,2024-07-31,slg,1,1624.84
CUST_01225,purchase,2024-06-21,slg,3,1888.71
CUST_03498,purchase,2024-11-30,bags,4,794.72
CUST_02057,purchase,2024-10-25,textile,1,1219.48
CUST_03279,purchase,2024-10-25,textile,3,943.9
CUST_00604,purchase,2024-07-01,slg,1,1358.04
CUST_00709,purchase,2024-07-13,shoes,1,1817.91
CUST_03312,purchase,2024-07-20,shoes,1,653.66
CUST_00175,purchase,2024-09-17,bags,3,1039.71
CUST_02799,purchase,2024-09-20,shoes,1,1972.15
CUST_03370,purchase,2024-11-08,shoes,2,1171.06
CUST_03417,purchase,2024-10-31,rtw,1,1619.79
CUST_01310,purchase,2025-01-26,bags,3,718.96
CUST_00357,purchase,2024-09-08,textile,1,1337.66
CUST_01628,purchase,2024-10-20,rtw,2,1824.5
CUST_01132,purchase,2024-10-12,slg,1,118.37
CUST_00051,purchase,2024-12-19,textile,1,524.41
CUST_02407,purchase,2024-10-12,slg,1,1055.4
CUST_00461,purchase,2024-09-15,shoes,1,442.92
CUST_00608,purchase,2024-10-24,textile,2,1406.45
CUST_02387,purchase,2025-03-09,bags,1,1072.47
CUST_00433,purchase,2024-10-23,bags,2,1050.5
CUST_03219,purchase,2024-08-13,textile,3,855.59
CUST_01409,purchase,2024-09-14,rtw,3,235.92
CUST_01569,purchase,2024-11-15,slg,1,542.28
CUST_02344,purchase,2024-11-03,slg,1,520.41
CUST_00154,purchase,2024-07-15,rtw,1,348.19
CUST_01651,purchase,2024-10-08,textile,2,488.37
CUST_02494,purchase,2024-11-22,slg,1,1872.73
CUST_00159,purchase,2024-09-10,rtw,3,1688.99
CUST_02829,purchase,2024-07-31,bags,2,1193.93
CUST_03055,purchase,2024-09-30,rtw,5,905.33
CUST_01526,purchase,2024-06-06,rtw,1,1770.71
CUST_03349,purchase,2024-12-21,rtw,1,1736.8
CUST_01274,purchase,2024-08-11,slg,1,799.45
CUST_02852,purchase,2024-11-23,bags,1,721.07
CUST_00934,purchase,2024-07-05,rtw,2,872.02
CUST_03047,purchase,2024-09-22,rtw,1,804.75
CUST_01104,purchase,2024-12-04,slg,1,579.21
CUST_02478,purchase,2024-11-13,bags,3,1219.74
CUST_00770,purchase,2024-09-22,shoes,1,592.84
CUST_03375,purchase,2024-09-13,slg,2,1390.34
CUST_03111,purchase,2024-10-11,rtw,3,320.03
CUST_03363,purchase,2024-06-15,textile,1,707.14
CUST_03242,purchase,2024-07-11,bags,1,1639.58
CUST_01275,purchase,2024-11-29,textile,3,213.13
CUST_01653,purchase,2024-07-05,textile,3,604.08
CUST_02330,purchase,2024-06-08,shoes,2,1135.26
CUST_00790,purchase,2024-12-31,shoes,2,1465.87
CUST_03429,purchase,2024-06-15,shoes,2,1873.87
CUST_00136,purchase,2024-09-25,bags,2,1725.69
CUST_01477,purchase,2024-10-13,shoes,3,402.42
CUST_01123,purchase,2024-09-03,slg,4,1098.43
CUST_02069,purchase,2024-11-06,bags,1,1962.0
CUST_02791,purchase,2024-06-08,shoes,1,1513.95
CUST_01526,purchase,2024-10-05,textile,2,847.61
CUST_01828,purchase,2024-07-16,slg,4,1188.07
CUST_02404,purchase,2024-10-20,rtw,4,100.63
CUST_01411,purchase,2024-07-12,rtw,2,1951.61
CUST_03068,purchase,2024-12-30,bags,1,998.06
CUST_01168,purchase,2024-06-08,slg,1,1091.89
CUST_00204,purchase,2024-07-12,textile,2,736.74
CUST_03195,purchase,2024-07-25,shoes,3,1135.08
CUST_02652,purchase,2024-07-28,shoes,6,309.84
CUST_01103,purchase,2024-11-14,slg,2,1060.14
CUST_02103,purchase,2024-06-06,bags,3,1763.83
CUST_01942,purchase,2024-07-04,shoes,2,1744.29
CUST_02463,purchase,2025-04-16,bags,2,1141.26
CUST_00917,purchase,2024-08-04,textile,2,1210.49
CUST_03298,purchase,2024-10-13,rtw,2,1801.35
CUST_01736,purchase,2024-09-05,rtw,1,1740.06
CUST_01881,purchase,2024-08-04,shoes,1,1314.74
CUST_01912,purchase,2024-08-17,textile,2,1177.21
CUST_03377,purchase,2024-11-07,slg,3,1287.0
CUST_02395,purchase,2024-06-27,bags,4,1993.78
CUST_02096,purchase,2024-11-17,rtw,2,788.97
CUST_02300,purchase,2024-12-27,textile,1,330.74
CUST_02495,purchase,2024-08-12,rtw,1,201.41
CUST_02804,purchase,2024-06-28,slg,2,486.25
CUST_00262,purchase,2024-08-26,rtw,1,220.02
CUST_02624,purchase,2024-08-23,rtw,1,1186.61
CUST_01070,purchase,2024-11-15,rtw,4,603.32
CUST_00772,purchase,2024-07-09,textile,1,1579.09
CUST_03136,purchase,2024-08-01,bags,1,1157.72
CUST_03300,purchase,2024-12-23,textile,1,562.55
CUST_01656,purchase,2024-11-17,rtw,4,1754.93
CUST_02789,purchase,2024-07-06,bags,3,1231.11
CUST_02685,purchase,2024-10-06,rtw,2,1771.45
CUST_01063,purchase,2025-01-12,slg,3,996.68
CUST_01591,purchase,2024-12-06,bags,3,1130.12
CUST_02389,purchase,2024-11-29,textile,1,1579.22
CUST_03343,purchase,2024-07-19,rtw,1,996.81
CUST_02976,purchase,2024-11-30,shoes,2,401.23
CUST_02812,purchase,2024-10-15,slg,2,742.01
CUST_02752,purchase,2024-08-31,textile,5,664.45
CUST_01230,purchase,2024-07-14,textile,1,1677.22
CUST_00742,purchase,2024-08-15,bags,2,816.29
CUST_01929,purchase,2024-07-03,rtw,2,1788.58
CUST_02971,purchase,2024-12-24,textile,2,938.6
CUST_03125,purchase,2024-07-17,rtw,4,490.84
CUST_02681,purchase,2024-06-23,shoes,2,1317.69
CUST_01456,purchase,2024-07-28,rtw,2,958.53
CUST_01723,purchase,2024-12-19,rtw,1,1798.8
CUST_01523,purchase,2024-08-06,textile,3,1592.06
CUST_01205,purchase,2024-09-27,bags,2,1786.07
CUST_01928,purchase,2024-06-14,textile,3,665.28
CUST_02377,purchase,2024-11-06,bags,2,674.16
CUST_01935,purchase,2024-07-20,textile,1,580.14
CUST_00491,purchase,2024-11-22,slg,1,1129.88
CUST_02171,purchase,2024-08-16,slg,2,837.54
CUST_00222,purchase,2024-07-09,shoes,2,1004.84
CUST_00821,purchase,2024-08-27,slg,3,195.69
CUST_02333,purchase,2024-11-07,shoes,5,1193.2
CUST_01296,purchase,2024-12-01,shoes,2,399.16
CUST_03191,purchase,2024-06-21,slg,3,632.82
CUST_01363,purchase,2024-11-09,shoes,1,1399.15
CUST_01284,purchase,2024-11-10,bags,1,1828.12
CUST_00020,purchase,2024-09-24,rtw,3,186.98
CUST_00858,purchase,2024-12-12,shoes,4,1449.21
CUST_02361,purchase,2024-12-13,shoes,1,1300.3
CUST_02006,purchase,2025-01-25,bags,4,1953.26
CUST_00531,purchase,2024-12-08,slg,2,1879.25
CUST_02595,purchase,2024-11-28,slg,1,1409.64
CUST_01758,purchase,2024-10-01,slg,1,1938.73
CUST_00020,purchase,2024-06-10,textile,1,1045.72
CUST_00817,purchase,2024-12-05,rtw,2,1326.51
CUST_00058,purchase,2024-08-22,textile,1,1461.66
CUST_00781,purchase,2024-06-05,bags,4,717.28
CUST_02567,purchase,2024-12-05,shoes,2,1896.18
CUST_00927,purchase,2024-11-25,rtw,1,1815.72
CUST_01279,purchase,2024-07-04,bags,1,1662.99
CUST_01572,purchase,2024-10-07,textile,1,172.45
CUST_01254,purchase,2024-07-13,bags,2,1457.54
CUST_03375,purchase,2024-06-12,rtw,2,1871.05
CUST_01192,purchase,2024-09-25,textile,2,1051.94
CUST_02443,purchase,2024-10-13,rtw,2,480.68
CUST_01777,purchase,2024-11-23,shoes,2,841.22
CUST_01404,purchase,2024-10-04,rtw,3,743.61
CUST_03073,purchase,2024-07-19,shoes,2,548.21
CUST_03326,purchase,2024-09-12,bags,1,1992.86
CUST_00936,purchase,2024-07-28,shoes,2,138.47
CUST_00866,purchase,2024-12-05,bags,2,1594.91
CUST_02416,purchase,2024-10-08,shoes,3,1586.17
CUST_00505,purchase,2024-10-05,bags,4,824.9
CUST_01537,purchase,2024-11-11,rtw,4,426.11
CUST_03160,purchase,2024-10-15,textile,1,1110.87
CUST_00200,purchase,2024-12-17,bags,1,1306.49
CUST_02712,purchase,2024-06-28,bags,1,1603.91
CUST_00198,purchase,2024-11-24,bags,3,1328.87
CUST_01708,purchase,2024-09-22,slg,3,132.86
CUST_00507,purchase,2024-10-19,rtw,1,471.99
CUST_01944,purchase,2024-11-27,shoes,3,718.73
CUST_00842,purchase,2024-11-25,bags,1,1825.93
CUST_01234,purchase,2024-09-16,bags,2,889.42
CUST_02714,purchase,2024-10-12,rtw,2,745.39
CUST_02551,purchase,2024-11-03,shoes,3,383.76
CUST_01716,purchase,2024-12-30,bags,2,1294.5
CUST_02096,purchase,2024-12-02,textile,2,562.96
CUST_00483,purchase,2024-08-12,bags,1,1054.36
CUST_03215,purchase,2024-06-28,slg,2,560.59
CUST_00814,purchase,2024-11-03,shoes,5,1821.38
CUST_03187,purchase,2024-08-07,textile,1,475.4
CUST_00827,purchase,2024-08-31,slg,1,1443.0
CUST_01210,purchase,2024-07-12,bags,2,1310.19
CUST_02246,purchase,2024-10-06,shoes,5,764.86
CUST_02819,purchase,2024-10-02,rtw,2,102.71
CUST_00961,purchase,2024-06-01,bags,4,1092.35
CUST_02752,purchase,2024-06-23,bags,1,130.47
CUST_03422,purchase,2024-10-25,slg,2,252.08
CUST_00611,purchase,2024-06-24,textile,2,1922.12
CUST_00308,purchase,2024-12-03,bags,3,1208.71
CUST_01049,purchase,2024-11-12,shoes,1,1702.62
CUST_01871,purchase,2024-10-02,rtw,1,594.93
CUST_01902,purchase,2024-06-13,bags,2,131.98
CUST_03331,purchase,2024-07-15,bags,2,583.28
CUST_03491,purchase,2024-08-14,rtw,2,1217.38
CUST_03284,purchase,2024-11-21,rtw,2,898.44
CUST_01745,purchase,2024-12-07,bags,1,483.69
CUST_00390,purchase,2025-02-16,bags,1,1015.21
CUST_00040,purchase,2024-07-06,shoes,3,1239.75
