customer_id,last_purchase,snapshot_date,inactive_date_start,date_end_react,inactive_days,last_purchase_days,is_active,reactivated,marketing_consent,prev_snap_email,prev_snap_letter,prev_snap_sms,prev_snap_call,tot_campaign,inactive_email,inactive_letter,inactive_sms,inactive_call,inactive_tot_campaign,n_day_acq,quantity_sum,quantity_mean,net_sale_euro_sum,u_price_mean,net_sale_euro_bags,net_sale_euro_rtw,net_sale_euro_shoes,net_sale_euro_slg,net_sale_euro_textile,quantity_bags,quantity_rtw,quantity_shoes,quantity_slg,quantity_textile,gender,age,Africa,Asia,Europe,North America,South America,Oceania,Antarctica,continent
CUST_00953,2024-06-06,2024-10-08,2024-10-04,2025-01-06,94,214,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1049.42,1049.42,0.0,0.0,0.0,0.0,1049.42,0,0,0,0,1,F,38,1.0,0.0,0.0,0,0,0,0,Asia
CUST_01093,2024-06-08,2024-10-08,2024-10-06,2025-01-06,92,212,0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,626.04,626.04,0.0,0.0,0.0,626.04,0.0,0,0,0,1,0,M,42,0.0,0.0,1.0,0,0,0,0,North America
CUST_01107,2024-06-05,2024-10-08,2024-10-03,2025-01-06,95,215,0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,416.64,416.64,0.0,0.0,0.0,416.64,0.0,0,0,0,1,0,F,31,0.0,1.0,0.0,0,0,0,0,Europe
CUST_01197,2024-06-09,2024-10-08,2024-10-07,2025-01-06,91,211,0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1200.52,1200.52,0.0,1200.52,0.0,0.0,0.0,0,1,0,0,0,Other,61,0.0,0.0,1.0,0,0,0,0,North America
CUST_01235,2024-06-07,2024-10-08,2024-10-05,2024-11-04,30,150,1,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,9,4.5,2233.46,495.6364285714286,0.0,0.0,351.28,1882.18,0.0,0,0,7,2,0,M,31,0.0,1.0,0.0,0,0,0,0,Europe
CUST_01296,2024-06-05,2024-10-08,2024-10-03,2024-12-01,59,179,1,True,1,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,2,4,2.0,672.77,168.1925,0.0,0.0,399.16,273.61,0.0,0,0,2,2,0,F,38,1.0,0.0,0.0,0,0,0,0,Asia
CUST_01369,2024-06-06,2024-10-08,2024-10-04,2025-01-06,94,214,0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,2.0,808.98,404.49,0.0,0.0,808.98,0.0,0.0,0,0,2,0,0,M,30,0.0,1.0,0.0,0,0,0,0,Europe
CUST_01505,2024-06-03,2024-10-08,2024-10-01,2025-01-06,97,217,0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,356.49,356.49,356.49,0.0,0.0,0.0,0.0,1,0,0,0,0,M,29,0.0,0.0,1.0,0,0,0,0,North America
CUST_01517,2024-06-06,2024-10-08,2024-10-04,2024-12-26,83,203,1,True,1,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,2,4,2.0,1945.21,486.3025,0.0,937.67,0.0,0.0,1007.54,0,2,0,0,2,M,24,1.0,0.0,0.0,0,0,0,0,Asia
CUST_01521,2024-06-07,2024-10-08,2024-10-05,2025-01-06,93,213,0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,2.0,1736.56,868.28,0.0,0.0,0.0,1736.56,0.0,0,0,0,2,0,M,62,1.0,0.0,0.0,0,0,0,0,Asia
CUST_01549,2024-06-02,2024-10-08,2024-09-30,2025-01-06,98,218,0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,2.0,272.06,136.03,0.0,0.0,272.06,0.0,0.0,0,0,2,0,0,F,64,1.0,0.0,0.0,0,0,0,0,Asia
CUST_01673,2024-06-08,2024-10-08,2024-10-06,2025-01-06,92,212,0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,3.0,169.6,56.53333333333333,0.0,169.6,0.0,0.0,0.0,0,3,0,0,0,F,67,1.0,0.0,0.0,0,0,0,0,Asia
CUST_01815,2024-06-07,2024-10-08,2024-10-05,2024-12-08,64,184,1,True,0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2,5,2.5,3056.9300000000003,659.445,0.0,1799.48,1257.45,0.0,0.0,0,2,3,0,0,M,56,0.0,1.0,0.0,0,0,0,0,Europe
CUST_01830,2024-06-03,2024-10-08,2024-10-01,2024-10-24,23,143,1,True,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2,5,2.5,1656.1399999999999,303.2375,0.0,326.57,0.0,0.0,1329.57,0,2,0,0,3,F,75,1.0,0.0,0.0,0,0,0,0,Asia
CUST_01860,2024-06-01,2024-10-08,2024-09-29,2024-10-11,12,132,1,True,1,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2,5,2.5,3030.8500000000004,833.4050000000001,0.0,1818.72,0.0,1212.13,0.0,0,4,0,1,0,F,31,0.0,1.0,0.0,0,0,0,0,Europe
CUST_01915,2024-06-07,2024-10-08,2024-10-05,2025-01-06,93,213,0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,3.0,1386.94,462.31333333333333,1386.94,0.0,0.0,0.0,0.0,3,0,0,0,0,M,42,1.0,0.0,0.0,0,0,0,0,Asia
CUST_01931,2024-06-05,2024-10-08,2024-10-03,2024-11-04,32,152,1,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,1.5,2109.63,738.4175,0.0,2109.63,0.0,0.0,0.0,0,3,0,0,0,F,59,1.0,0.0,0.0,0,0,0,0,Asia
CUST_01948,2024-06-01,2024-10-08,2024-09-29,2025-01-06,99,219,0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1781.29,1781.29,0.0,1781.29,0.0,0.0,0.0,0,1,0,0,0,M,57,0.0,1.0,0.0,0,0,0,0,Europe
CUST_01998,2024-06-02,2024-10-08,2024-09-30,2025-01-06,98,218,0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,2.0,415.03,207.515,0.0,415.03,0.0,0.0,0.0,0,2,0,0,0,F,52,0.0,1.0,0.0,0,0,0,0,Europe
CUST_02010,2024-06-04,2024-10-08,2024-10-02,2024-10-21,19,139,1,True,1,3.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,2,6,3.0,2800.9,593.95375,0.0,1950.73,0.0,0.0,850.17,0,2,0,0,4,M,48,0.0,1.0,0.0,0,0,0,0,Europe
CUST_02017,2024-06-07,2024-10-08,2024-10-05,2025-01-06,93,213,0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,4.0,251.71,62.9275,0.0,0.0,0.0,251.71,0.0,0,0,0,4,0,F,56,0.0,1.0,0.0,0,0,0,0,Europe
CUST_02040,2024-06-08,2024-10-08,2024-10-06,2024-10-10,4,124,1,True,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,4,2.0,1180.32,295.08,0.0,0.0,772.92,0.0,407.4,0,0,2,0,2,M,24,0.0,1.0,0.0,0,0,0,0,Europe
CUST_02070,2024-06-06,2024-10-08,2024-10-04,2025-01-06,94,214,0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5,5.0,397.23,79.446,0.0,0.0,397.23,0.0,0.0,0,0,5,0,0,M,44,1.0,0.0,0.0,0,0,0,0,Asia
CUST_02164,2024-06-05,2024-10-08,2024-10-03,2025-01-06,95,215,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,2.0,468.6,234.3,0.0,0.0,0.0,468.6,0.0,0,0,0,2,0,M,35,1.0,0.0,0.0,0,0,0,0,Asia
CUST_02185,2024-06-02,2024-10-08,2024-09-30,2025-01-06,98,218,0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,302.76,302.76,302.76,0.0,0.0,0.0,0.0,1,0,0,0,0,M,26,0.0,0.0,1.0,0,0,0,0,North America
CUST_02192,2024-06-06,2024-10-08,2024-10-04,2024-12-07,64,184,1,True,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,6,2.0,3861.7200000000003,811.0255555555556,1555.42,0.0,653.34,1652.96,0.0,1,0,2,3,0,F,46,1.0,0.0,0.0,0,0,0,0,Asia
CUST_02299,2024-06-02,2024-10-08,2024-09-30,2024-11-13,44,164,1,True,1,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,2,6,3.0,1725.5800000000002,287.5966666666667,677.45,1048.13,0.0,0.0,0.0,3,3,0,0,0,F,44,1.0,0.0,0.0,0,0,0,0,Asia
CUST_02350,2024-06-02,2024-10-08,2024-09-30,2025-01-06,98,218,0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,2.0,1285.34,642.67,0.0,0.0,0.0,1285.34,0.0,0,0,0,2,0,F,59,1.0,0.0,0.0,0,0,0,0,Asia
CUST_02389,2024-06-01,2024-10-08,2024-09-29,2024-11-29,61,181,1,True,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2,3,1.5,2146.3,931.38,0.0,0.0,0.0,567.08,1579.22,0,0,0,2,1,F,29,0.0,1.0,0.0,0,0,0,0,Europe
CUST_02391,2024-06-02,2024-10-08,2024-09-30,2024-12-28,89,209,1,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,6,3.0,2110.14,460.30999999999995,0.0,1572.34,0.0,0.0,537.8,0,2,0,0,4,M,64,0.0,1.0,0.0,0,0,0,0,Europe
CUST_02409,2024-06-06,2024-10-08,2024-10-04,2025-01-06,94,214,0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,636.01,636.01,0.0,636.01,0.0,0.0,0.0,0,1,0,0,0,F,47,0.0,1.0,0.0,0,0,0,0,Europe
CUST_02557,2024-06-03,2024-10-08,2024-10-01,2025-01-06,97,217,0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,2.0,494.46,247.23,0.0,0.0,0.0,0.0,494.46,0,0,0,0,2,M,67,1.0,0.0,0.0,0,0,0,0,Asia
CUST_02580,2024-06-02,2024-10-08,2024-09-30,2025-01-06,98,218,0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,3.0,1170.44,390.1466666666667,1170.44,0.0,0.0,0.0,0.0,3,0,0,0,0,M,28,0.0,0.0,1.0,0,0,0,0,North America
CUST_02600,2024-06-09,2024-10-08,2024-10-07,2025-01-06,91,211,0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,273.37,273.37,0.0,0.0,273.37,0.0,0.0,0,0,1,0,0,F,61,1.0,0.0,0.0,0,0,0,0,Asia
CUST_02678,2024-06-06,2024-10-08,2024-10-04,2024-12-03,60,180,1,True,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,6,3.0,1486.8899999999999,328.395,346.62,1140.27,0.0,0.0,0.0,4,2,0,0,0,M,57,1.0,0.0,0.0,0,0,0,0,Asia
CUST_02756,2024-06-03,2024-10-08,2024-10-01,2024-12-12,72,192,1,True,1,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2,4,2.0,1971.68,767.9100000000001,1971.68,0.0,0.0,0.0,0.0,4,0,0,0,0,F,49,0.0,1.0,0.0,0,0,0,0,Europe
CUST_02897,2024-06-07,2024-10-08,2024-10-05,2024-10-22,17,137,1,True,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,4,2.0,2889.06,722.265,0.0,0.0,0.0,0.0,2889.06,0,0,0,0,4,M,43,0.0,1.0,0.0,0,0,0,0,Europe
CUST_02934,2024-06-01,2024-10-08,2024-09-29,2025-01-06,99,219,0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,2.0,784.29,392.145,0.0,0.0,0.0,0.0,784.29,0,0,0,0,2,F,44,0.0,0.0,1.0,0,0,0,0,North America
CUST_02979,2024-06-08,2024-10-08,2024-10-06,2025-01-06,92,212,0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,2.0,2384.9300000000003,719.4216666666666,0.0,965.8,1419.13,0.0,0.0,0,1,3,0,0,F,26,1.0,0.0,0.0,0,0,0,0,Asia
CUST_03132,2024-06-01,2024-10-08,2024-09-29,2024-11-13,45,165,1,True,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2,2,1.0,1914.6399999999999,957.3199999999999,1032.85,0.0,0.0,881.79,0.0,1,0,0,1,0,M,51,1.0,0.0,0.0,0,0,0,0,Asia
CUST_03134,2024-06-06,2024-10-08,2024-10-04,2024-12-28,85,205,1,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,1.5,1382.36,665.155,0.0,1382.36,0.0,0.0,0.0,0,3,0,0,0,M,26,0.0,0.0,1.0,0,0,0,0,North America
CUST_03155,2024-06-03,2024-10-08,2024-10-01,2024-11-26,56,176,1,True,1,1.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,2,3,1.5,2122.27,751.905,0.0,0.0,0.0,885.35,1236.92,0,0,0,1,2,M,36,1.0,0.0,0.0,0,0,0,0,Asia
CUST_03196,2024-06-07,2024-10-08,2024-10-05,2025-01-06,93,213,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,4.0,153.94,38.485,153.94,0.0,0.0,0.0,0.0,4,0,0,0,0,F,65,1.0,0.0,0.0,0,0,0,0,Asia
CUST_03232,2024-06-01,2024-10-08,2024-09-29,2025-01-06,99,219,0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,2.0,401.13,200.565,0.0,0.0,401.13,0.0,0.0,0,0,2,0,0,Other,29,0.0,1.0,0.0,0,0,0,0,Europe
CUST_03306,2024-06-04,2024-10-08,2024-10-02,2024-11-15,44,164,1,True,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,2.0,1600.9099999999999,519.0216666666666,756.61,0.0,0.0,0.0,844.3,1,0,0,0,3,F,56,0.0,1.0,0.0,0,0,0,0,Europe
CUST_03310,2024-06-07,2024-10-08,2024-10-05,2025-01-06,93,213,0,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,2.0,1100.4,550.2,0.0,0.0,0.0,0.0,1100.4,0,0,0,0,2,F,72,1.0,0.0,0.0,0,0,0,0,Asia
CUST_00011,2024-06-12,2024-10-15,2024-10-10,2024-12-16,67,187,1,True,1,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2,4,2.0,1726.75,797.5883333333334,1726.75,0.0,0.0,0.0,0.0,4,0,0,0,0,M,65,1.0,0.0,0.0,0,0,0,0,Asia
CUST_00037,2024-06-11,2024-10-15,2024-10-09,2025-01-13,96,216,0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,3.0,916.71,305.57,0.0,0.0,0.0,0.0,916.71,0,0,0,0,3,F,60,0.0,1.0,0.0,0,0,0,0,Europe
CUST_00039,2024-06-16,2024-10-15,2024-10-14,2025-01-13,91,211,0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1.0,3353.9700000000003,1676.9850000000001,0.0,3353.9700000000003,0.0,0.0,0.0,0,2,0,0,0,F,29,1.0,0.0,0.0,0,0,0,0,Asia
CUST_00078,2024-06-09,2024-10-15,2024-10-07,2025-01-13,98,218,0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1558.27,1558.27,1558.27,0.0,0.0,0.0,0.0,1,0,0,0,0,M,72,1.0,0.0,0.0,0,0,0,0,Asia
CUST_00155,2024-06-12,2024-10-15,2024-10-10,2024-11-18,39,159,1,True,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,3,1.5,2835.5699999999997,1112.465,0.0,1221.28,0.0,1614.29,0.0,0,2,0,1,0,M,50,0.0,1.0,0.0,0,0,0,0,Europe
CUST_00191,2024-06-11,2024-10-15,2024-10-09,2025-01-13,96,216,0,False,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,520.35,520.35,0.0,520.35,0.0,0.0,0.0,0,1,0,0,0,F,23,0.0,0.0,1.0,0,0,0,0,North America
