customer_id,birth_year,gender,country,registration_date,is_active,marketing_consent
CUST_00123,1984,F,JP,2022-06-23,1,1
CUST_00124,1982,M,FR,2024-04-12,0,1
CUST_00125,1954,M,IT,2023-05-28,1,1
CUST_00126,1991,F,CN,2024-04-10,1,1
CUST_00127,1988,M,IT,2023-03-29,0,1
CUST_00128,1990,M,JP,2023-01-12,1,1
CUST_00129,1977,M,FR,2022-03-26,1,1
CUST_00130,1956,F,FR,2021-10-11,1,1
CUST_00131,1958,M,CN,2023-11-10,1,0
CUST_00132,1957,F,JP,2023-10-08,1,1
CUST_00133,1961,Other,US,2021-07-06,0,1
CUST_00134,1983,M,US,2021-04-07,1,1
CUST_00135,1982,M,CN,2021-08-13,0,1
CUST_00136,1997,M,JP,2021-11-10,1,1
CUST_00137,2004,F,CN,2024-07-09,1,1
CUST_00138,1972,M,JP,2021-11-24,1,1
CUST_00139,1973,M,IT,2024-10-25,1,1
CUST_00140,1986,M,CN,2023-05-15,0,1
CUST_00141,1984,F,JP,2024-05-06,1,1
CUST_00142,1993,M,US,2021-05-11,0,1
CUST_00143,1989,F,JP,2023-02-28,1,1
CUST_00144,1971,F,JP,2023-02-21,1,1
CUST_00145,1976,M,CN,2024-05-05,1,0
CUST_00146,1984,F,IT,2023-08-17,0,1
CUST_00147,1950,M,IT,2023-12-20,1,1
CUST_00148,1984,F,IT,2022-05-30,0,1
CUST_00149,1986,F,IT,2024-02-08,0,1
CUST_00150,1996,F,DE,2021-01-24,1,1
CUST_00151,1963,M,CN,2024-10-25,1,1
CUST_00152,1952,M,FR,2021-08-23,0,1
CUST_00153,1950,M,CN,2024-10-28,1,1
CUST_00154,1954,M,DE,2024-01-05,0,1
CUST_00155,1975,M,IT,2022-07-01,1,1
CUST_00156,2004,M,DE,2024-08-05,1,0
CUST_00157,1963,M,US,2022-11-28,1,1
CUST_00158,1988,M,US,2021-08-17,1,0
CUST_00159,1976,F,CN,2022-08-25,1,1
CUST_00160,1958,M,CN,2023-06-10,0,1
CUST_00161,1964,M,FR,2021-11-20,1,1
CUST_00162,1964,M,FR,2023-07-19,1,1
CUST_00163,1975,M,US,2021-01-07,1,1
CUST_00164,1991,Other,IT,2022-06-24,0,1
CUST_00165,1962,M,DE,2023-10-23,0,1
CUST_00166,2000,F,FR,2022-01-01,1,0
CUST_00167,1981,Other,JP,2023-11-06,0,1
CUST_00168,1988,F,FR,2021-08-06,1,1
CUST_00169,1998,F,IT,2024-07-04,1,1
CUST_00170,2001,F,IT,2022-09-04,0,1
CUST_00171,1981,Other,CN,2024-08-01,0,1
CUST_00172,1953,F,DE,2023-11-06,1,1
CUST_00173,1979,F,IT,2024-06-01,1,1
CUST_00174,1986,F,FR,2022-02-12,1,1
CUST_00175,1972,F,FR,2021-11-10,1,1
CUST_00176,1988,F,US,2023-02-05,0,1
CUST_00177,1994,M,IT,2021-11-27,0,1
CUST_00178,1964,M,JP,2024-01-10,1,1
CUST_00179,1992,M,CN,2023-12-23,0,1
CUST_00180,1978,M,DE,2021-01-02,1,1
CUST_00181,1985,M,JP,2024-05-11,1,1
CUST_00182,1962,M,CN,2022-10-26,0,1
CUST_00183,1981,F,FR,2023-09-28,1,1
CUST_00184,1956,M,JP,2021-02-09,1,1
CUST_00185,2000,F,CN,2021-08-18,0,1
CUST_00186,1971,M,FR,2023-01-14,1,1
CUST_00187,1977,M,FR,2022-09-22,1,1
CUST_00188,1951,F,FR,2022-05-06,1,1
CUST_00189,1991,F,FR,2021-04-29,1,1
CUST_00190,1994,M,FR,2022-05-09,0,1
CUST_00191,2002,F,US,2024-03-07,0,1
CUST_00192,1955,F,JP,2021-06-11,0,1
CUST_00193,1977,M,CN,2021-06-25,1,1
CUST_00194,1977,M,US,2023-09-23,0,1
CUST_00195,1993,Other,US,2021-05-22,0,1
CUST_00196,1993,F,IT,2023-12-27,1,1
CUST_00197,1969,F,IT,2021-09-15,0,1
CUST_00198,1979,F,IT,2021-09-20,1,1
CUST_00199,1960,M,DE,2024-09-13,1,1
CUST_00200,2004,M,IT,2023-09-01,1,1
CUST_00201,1977,M,CN,2024-01-31,1,0
CUST_00202,1974,F,US,2021-12-05,0,1
CUST_00203,1988,F,CN,2022-06-27,0,1
CUST_00204,1982,F,JP,2023-12-17,1,1
CUST_00205,1950,M,IT,2024-05-27,0,1
CUST_00206,1976,M,DE,2023-05-17,1,1
CUST_00207,2001,F,JP,2022-03-10,1,0
CUST_00208,1962,F,DE,2024-01-10,0,1
CUST_00209,1990,F,JP,2024-11-13,1,1
CUST_00210,1952,M,US,2022-02-16,0,1
CUST_00211,1988,F,CN,2024-12-31,1,1
CUST_00212,1955,M,FR,2022-10-01,1,1
CUST_00213,1957,F,CN,2023-03-29,1,1
CUST_00214,1976,M,IT,2024-10-07,1,1
CUST_00215,1958,F,FR,2024-08-23,0,1
CUST_00216,1986,M,DE,2023-02-04,0,1
CUST_00217,1982,F,US,2023-06-17,1,1
CUST_00218,2000,M,US,2023-11-26,1,1
CUST_00219,1991,M,DE,2023-07-14,0,1
CUST_00220,1993,M,IT,2021-09-05,0,1
CUST_00221,1973,M,DE,2022-05-23,1,1
CUST_00222,1964,M,JP,2022-04-06,1,0
CUST_00223,2003,F,IT,2021-05-12,1,1
CUST_00224,1981,M,FR,2022-11-24,1,1
CUST_00225,1981,F,DE,2021-02-13,0,1
CUST_00226,1973,F,IT,2024-04-19,1,1
CUST_00227,1990,F,FR,2024-02-09,1,1
CUST_00228,2001,M,DE,2022-04-17,1,1
CUST_00229,1998,M,US,2024-04-20,1,1
CUST_00230,1998,F,DE,2022-03-28,1,1
CUST_00231,2001,Other,CN,2021-01-15,0,1
CUST_00232,1961,M,DE,2021-05-26,0,1
CUST_00233,1988,M,CN,2024-12-20,1,1
CUST_00234,1951,M,FR,2024-07-16,0,1
CUST_00235,1952,Other,DE,2021-05-01,1,1
CUST_00236,1998,M,FR,2022-04-14,1,1
CUST_00237,1986,M,FR,2021-05-19,0,1
CUST_00238,1998,F,IT,2021-03-06,0,1
CUST_00239,1966,M,FR,2022-11-08,1,1
CUST_00240,1998,M,FR,2021-05-26,1,1
CUST_00241,1951,F,DE,2023-11-19,1,1
CUST_00242,1951,F,DE,2022-05-03,0,1
CUST_00243,1977,M,US,2022-07-25,1,0
CUST_00244,2003,M,IT,2024-10-02,1,1
CUST_00245,1972,M,FR,2023-09-22,0,1
CUST_00246,1986,M,IT,2022-03-15,1,1
CUST_00247,1981,F,CN,2024-01-10,1,1
CUST_00248,1982,M,FR,2021-09-28,0,1
CUST_00249,1950,M,IT,2024-03-15,0,0
CUST_00250,1968,M,US,2024-03-26,1,1
CUST_00251,1951,F,US,2023-08-27,1,1
CUST_00252,2002,F,FR,2022-05-13,1,0
CUST_00253,1993,F,CN,2023-08-27,0,1
CUST_00254,1975,M,US,2023-04-14,1,1
CUST_00255,1981,F,US,2022-01-25,1,1
CUST_00256,1955,F,CN,2021-07-13,1,1
CUST_00257,1981,M,IT,2021-07-18,0,0
CUST_00258,2004,M,US,2024-09-11,1,0
CUST_00259,1953,M,DE,2023-06-02,1,1
CUST_00260,2004,M,JP,2022-12-27,1,0
CUST_00261,1960,M,JP,2023-05-18,1,1
CUST_00262,1966,M,US,2023-04-22,1,1
CUST_00263,1987,M,IT,2023-08-15,1,1
CUST_00264,1973,F,IT,2021-04-21,0,1
CUST_00265,1954,M,FR,2024-10-11,1,1
CUST_00266,2001,F,DE,2024-08-31,1,1
CUST_00267,1983,F,IT,2024-08-16,0,1
CUST_00268,1955,F,CN,2021-07-21,1,1
CUST_00269,1971,F,DE,2021-05-05,0,1
CUST_00270,1960,M,JP,2023-04-05,0,1
CUST_00271,1997,F,DE,2022-11-26,0,1
CUST_00272,1965,M,CN,2021-08-12,0,1
CUST_00273,1982,M,US,2022-05-25,0,1
CUST_00274,1958,F,CN,2022-01-28,1,1
CUST_00275,1955,M,CN,2022-01-25,1,1
CUST_00276,1965,M,US,2024-01-04,1,1
CUST_00277,1978,F,US,2023-07-08,0,1
CUST_00278,1952,F,US,2021-10-15,0,1
CUST_00279,1969,F,US,2023-05-15,0,1
CUST_00280,1985,M,US,2022-01-11,0,1
CUST_00281,1968,F,CN,2022-07-25,1,1
CUST_00282,1975,M,FR,2023-08-06,0,1
CUST_00283,1952,F,FR,2022-05-27,0,0
CUST_00284,1968,F,IT,2021-06-04,0,1
CUST_00285,1969,F,FR,2023-06-27,1,1
CUST_00286,1981,F,JP,2024-02-02,1,1
CUST_00287,1956,M,FR,2021-07-20,1,0
CUST_00288,2001,F,CN,2021-04-14,0,1
CUST_00289,1990,F,US,2024-08-28,1,1
CUST_00290,1982,M,US,2024-01-13,0,1
CUST_00291,1989,F,CN,2021-01-31,1,1
CUST_00292,1988,M,JP,2021-07-11,0,1
CUST_00293,1967,F,FR,2022-04-30,1,1
CUST_00294,1989,F,CN,2021-12-07,0,1
CUST_00295,1950,F,IT,2023-04-13,0,1
CUST_00296,1960,M,US,2023-09-22,0,1
CUST_00297,1977,F,DE,2023-09-13,1,1
CUST_00298,1974,F,IT,2022-03-14,1,1
CUST_00299,1999,F,JP,2023-04-02,1,1
CUST_00300,1972,M,IT,2021-05-01,1,1
CUST_00301,1980,M,CN,2021-12-04,0,1
CUST_00302,1979,F,FR,2023-02-16,1,1
CUST_00303,1991,M,US,2021-01-05,1,1
CUST_00304,1984,F,JP,2023-03-11,0,0
CUST_00305,1956,F,JP,2022-06-28,0,1
CUST_00306,1965,F,DE,2023-07-21,1,1
CUST_00307,1975,F,IT,2022-08-08,1,1
CUST_00308,1997,F,DE,2023-05-17,1,1
CUST_00309,2001,M,FR,2024-11-27,1,0
CUST_00310,1998,M,FR,2024-02-13,0,1
CUST_00311,1951,M,DE,2024-09-17,0,1
CUST_00312,1950,M,US,2023-09-24,1,1
CUST_00313,1997,F,FR,2021-11-14,0,1
CUST_00314,1961,F,DE,2022-01-24,0,1
CUST_00315,1954,F,IT,2022-08-31,1,1
CUST_00316,1986,F,DE,2022-03-22,0,1
CUST_00317,1981,Other,DE,2021-04-30,1,1
CUST_00318,2004,F,CN,2024-04-01,1,1
CUST_00319,1958,F,FR,2024-01-16,1,1
CUST_00320,1990,F,US,2021-05-05,0,1
CUST_00321,1984,M,US,2022-10-05,0,0
CUST_00322,1968,M,CN,2021-04-28,1,1
CUST_00323,1997,M,JP,2021-04-13,1,1
CUST_00324,1965,F,US,2024-04-11,0,1
CUST_00325,1952,F,DE,2023-09-04,1,1
CUST_00326,1969,M,CN,2023-10-27,1,1
CUST_00327,1973,M,IT,2023-12-24,1,1
CUST_00328,2003,F,FR,2021-11-19,1,1
CUST_00329,1982,M,FR,2021-04-27,1,1
CUST_00330,1973,M,FR,2023-11-07,1,1
CUST_00331,2001,F,DE,2021-06-14,1,1
CUST_00332,1960,M,IT,2022-01-16,0,1
CUST_00333,1998,M,CN,2021-05-21,1,1
CUST_00334,1957,F,CN,2024-05-03,1,0
CUST_00335,1985,F,FR,2021-05-20,1,1
CUST_00336,1987,F,IT,2024-10-14,1,1
CUST_00337,1989,M,IT,2022-04-27,1,1
CUST_00338,1969,M,IT,2023-04-07,0,1
CUST_00339,1984,M,US,2021-09-03,1,1
CUST_00340,1997,F,US,2024-03-12,1,1
CUST_00341,1974,F,FR,2022-05-20,1,1
CUST_00342,1984,M,IT,2024-03-31,1,1
CUST_00343,1974,F,JP,2024-05-02,1,1
CUST_00344,1978,M,IT,2021-03-23,1,1
CUST_00345,1967,M,CN,2024-06-22,0,1
CUST_00346,1995,M,CN,2021-06-17,0,1
CUST_00347,1967,M,FR,2023-05-09,0,1
CUST_00348,1951,F,JP,2024-09-08,1,1
CUST_00349,2003,F,IT,2024-04-10,1,1
CUST_00350,1984,M,JP,2024-03-03,0,1
CUST_00351,1965,F,FR,2023-12-07,0,0
CUST_00352,1990,M,CN,2022-10-10,1,1
CUST_00353,1985,F,CN,2022-06-19,1,1
CUST_00354,1982,F,US,2022-02-23,1,1
CUST_00355,1953,M,FR,2024-10-03,1,1
CUST_00356,1982,F,FR,2022-10-06,0,1
CUST_00357,1963,M,IT,2022-05-04,1,1
CUST_00358,1970,M,IT,2022-06-28,0,1
CUST_00359,1997,M,US,2023-03-22,0,1
CUST_00360,1969,F,DE,2021-09-26,1,1
CUST_00361,1957,F,JP,2024-10-07,1,1
CUST_00362,1956,M,DE,2024-08-14,0,1
CUST_00363,1952,F,DE,2022-09-07,1,1
CUST_00364,1966,F,FR,2023-07-26,0,1
CUST_00365,1982,F,JP,2022-10-10,1,1
CUST_00366,1997,F,FR,2021-05-29,1,1
CUST_00367,1961,F,JP,2021-01-20,0,1
CUST_00368,2000,M,CN,2023-07-28,1,1
CUST_00369,1971,M,FR,2024-06-26,1,1
CUST_00370,2004,Other,FR,2024-02-28,1,1
CUST_00371,1971,M,FR,2021-07-24,1,1
CUST_00372,1995,Other,US,2021-05-31,1,1
CUST_00373,1979,F,FR,2024-01-07,1,1
CUST_00374,1987,M,IT,2022-03-13,1,1
CUST_00375,1987,M,IT,2023-11-03,1,1
CUST_00376,1994,M,JP,2022-06-28,1,1
CUST_00377,2000,F,CN,2021-09-29,1,1
CUST_00378,2003,M,US,2022-12-16,0,1
CUST_00379,1957,M,JP,2021-05-21,1,1
CUST_00380,1976,M,IT,2022-05-16,1,1
CUST_00381,1976,M,US,2023-01-27,0,0
CUST_00382,1983,F,US,2022-08-07,1,0
CUST_00383,1970,M,CN,2021-11-20,1,1
CUST_00384,1979,F,US,2023-06-17,1,1
CUST_00385,1982,M,FR,2024-01-18,0,1
CUST_00386,1977,M,US,2024-12-11,0,1
CUST_00387,1996,M,CN,2022-09-12,1,1
CUST_00388,1982,M,JP,2024-06-06,1,1
CUST_00389,1954,Other,CN,2024-09-01,1,1
CUST_00390,1997,F,CN,2023-12-20,1,1
CUST_00391,1968,M,IT,2021-01-17,1,1
CUST_00392,1953,F,FR,2024-09-29,1,1
CUST_00393,1984,M,IT,2024-02-10,1,1
CUST_00394,1998,M,JP,2022-09-06,1,1
CUST_00395,1966,Other,DE,2024-09-20,0,1
CUST_00396,1993,F,JP,2021-08-01,0,1
CUST_00397,1977,Other,FR,2021-10-03,0,1
CUST_00398,1979,M,US,2022-06-26,0,1
CUST_00399,1978,F,CN,2021-08-25,1,1
CUST_00400,1995,M,DE,2021-08-08,1,1
CUST_00401,2002,M,FR,2024-02-08,1,1
CUST_00402,1955,F,IT,2021-11-15,0,0
CUST_00403,1984,M,CN,2022-07-12,1,0
CUST_00404,1990,F,JP,2022-08-01,1,0
CUST_00405,1986,F,IT,2024-05-23,1,0
CUST_00406,1973,M,FR,2022-03-08,0,1
CUST_00407,1978,F,FR,2022-12-04,1,1
CUST_00408,1998,F,JP,2022-02-21,1,1
CUST_00409,1995,M,DE,2024-11-08,1,1
CUST_00410,2002,F,JP,2024-07-22,1,1
CUST_00411,1980,F,US,2022-06-25,0,1
CUST_00412,1984,M,IT,2023-11-02,1,1
CUST_00413,1982,F,DE,2023-09-28,0,1
CUST_00414,2001,Other,CN,2022-05-30,1,1
CUST_00415,1970,M,US,2021-04-15,1,1
CUST_00416,1981,F,DE,2021-07-09,1,1
CUST_00417,1972,M,IT,2024-07-23,1,1
CUST_00418,1982,F,FR,2023-05-18,1,1
CUST_00419,1952,F,CN,2022-07-21,0,1
CUST_00420,1967,M,JP,2021-04-01,1,1
CUST_00421,1974,M,IT,2021-01-08,1,1
CUST_00422,1991,F,US,2022-11-15,1,1
CUST_00423,1980,M,US,2021-09-25,1,1
CUST_00424,2003,F,FR,2024-07-28,0,1
CUST_00425,1952,M,FR,2022-06-21,1,1
CUST_00426,1989,F,CN,2021-11-27,0,0
CUST_00427,1995,F,JP,2023-06-24,1,1
CUST_00428,1973,F,CN,2024-02-04,0,1
CUST_00429,1999,M,FR,2024-12-16,0,1
CUST_00430,1981,F,FR,2023-05-26,1,1
CUST_00431,1996,F,US,2024-02-23,1,1
CUST_00432,1971,M,FR,2021-01-20,0,1
CUST_00433,1972,M,DE,2021-08-18,1,1
CUST_00434,1951,M,IT,2021-06-04,1,1
CUST_00435,1976,F,FR,2024-11-16,0,1
CUST_00436,1991,F,CN,2021-11-02,1,1
CUST_00437,1951,M,JP,2024-01-23,0,1
CUST_00438,1975,F,JP,2021-03-15,0,1
CUST_00439,1966,M,JP,2023-01-27,1,1
CUST_00440,1989,M,DE,2024-04-07,0,1
CUST_00441,1982,Other,CN,2024-02-06,1,1
CUST_00442,1958,F,DE,2021-10-31,1,0
CUST_00443,1992,F,FR,2023-05-31,0,0
CUST_00444,2003,M,IT,2021-09-19,0,1
CUST_00445,1997,F,JP,2021-03-27,1,1
CUST_00446,1988,F,CN,2022-09-24,1,1
CUST_00447,1978,M,JP,2023-01-17,0,1
CUST_00448,1991,F,DE,2021-03-23,1,1
CUST_00449,2004,F,US,2023-01-03,1,1
CUST_00450,1975,F,FR,2022-03-07,0,1
CUST_00451,1984,M,IT,2024-10-28,0,1
CUST_00452,1999,F,FR,2022-05-27,1,1
CUST_00453,1974,F,US,2024-09-27,1,1
CUST_00454,1973,M,IT,2021-07-30,1,1
CUST_00455,1962,F,US,2022-12-26,1,1
CUST_00456,1956,F,FR,2024-02-21,1,1
CUST_00457,1985,M,DE,2023-04-13,1,1
CUST_00458,1994,M,FR,2024-06-25,0,1
CUST_00459,1969,F,FR,2021-11-13,1,1
CUST_00460,1950,F,FR,2022-04-30,0,1
CUST_00461,1957,F,CN,2021-11-29,1,1
CUST_00462,1995,M,US,2021-12-29,1,1
CUST_00463,1965,Other,US,2023-04-25,1,1
CUST_00464,1963,M,JP,2021-02-20,1,0
CUST_00465,1961,M,US,2022-01-03,1,1
CUST_00466,2000,F,JP,2022-11-12,1,1
CUST_00467,1972,M,CN,2023-04-24,1,1
CUST_00468,1964,M,DE,2024-10-03,1,1
CUST_00469,1977,M,JP,2022-05-24,0,1
CUST_00470,1983,M,FR,2022-07-01,1,1
CUST_00471,1951,M,DE,2021-11-23,0,1
CUST_00472,1981,Other,CN,2024-12-07,0,1
CUST_00473,1972,M,US,2021-08-10,1,0
CUST_00474,1971,F,JP,2023-02-23,1,1
CUST_00475,2000,F,FR,2021-03-21,0,0
CUST_00476,1974,F,IT,2023-08-22,1,1
CUST_00477,1971,M,IT,2022-04-01,1,1
CUST_00478,1971,F,DE,2022-02-13,1,1
CUST_00479,1998,F,US,2023-08-01,1,1
CUST_00480,2001,F,IT,2022-12-18,0,0
CUST_00481,1991,F,DE,2022-09-18,1,1
CUST_00482,1955,F,CN,2022-04-12,1,1
CUST_00483,1964,M,DE,2022-04-02,0,1
CUST_00484,2003,F,DE,2021-02-18,1,1
CUST_00485,1992,F,DE,2024-09-13,0,1
CUST_00486,1986,F,FR,2022-01-31,1,1
CUST_00487,1982,Other,DE,2023-03-28,1,1
CUST_00488,1957,M,JP,2022-11-04,1,1
CUST_00489,2002,Other,DE,2022-07-25,1,1
CUST_00490,1993,M,FR,2021-05-23,0,1
CUST_00491,1993,M,FR,2022-07-26,1,1
CUST_00492,1954,M,CN,2022-12-21,1,1
CUST_00493,1988,M,US,2024-08-06,1,1
CUST_00494,1953,F,IT,2023-11-10,1,1
CUST_00495,1955,M,IT,2023-03-30,0,1
CUST_00496,1994,M,DE,2024-10-23,1,0
CUST_00497,1981,F,CN,2024-01-04,1,1
CUST_00498,2001,F,DE,2022-11-10,0,1
CUST_00499,1979,F,IT,2021-02-26,1,1
CUST_00500,1996,F,FR,2021-08-25,1,1
CUST_00501,1984,F,US,2022-06-19,0,0
CUST_00502,2004,M,CN,2022-01-01,1,0
CUST_00503,1989,M,FR,2024-04-04,0,1
CUST_00504,2001,F,US,2022-06-28,0,1
CUST_00505,1965,M,CN,2021-03-20,1,1
CUST_00506,1962,F,CN,2021-08-11,0,1
CUST_00507,1999,M,IT,2024-05-06,1,1
CUST_00508,1991,M,FR,2023-06-09,1,1
CUST_00509,1979,F,CN,2022-12-09,1,1
CUST_00510,1968,F,JP,2022-10-05,1,1
CUST_00511,1966,F,CN,2023-06-13,0,1
CUST_00512,1968,F,US,2024-05-26,1,1
CUST_00513,1977,M,IT,2023-11-14,1,1
CUST_00514,2004,M,DE,2021-08-25,0,1
CUST_00515,1975,F,IT,2023-02-28,0,1
CUST_00516,1986,F,DE,2024-03-26,1,1
CUST_00517,1975,M,FR,2022-01-25,1,1
CUST_00518,2002,F,FR,2022-06-06,1,0
CUST_00519,1972,M,CN,2021-04-01,1,1
CUST_00520,1958,M,JP,2024-12-22,1,1
CUST_00521,1961,M,FR,2023-06-13,1,1
CUST_00522,2002,F,CN,2021-01-04,1,1
CUST_00523,1950,F,IT,2023-12-01,0,1
CUST_00524,1950,M,FR,2024-01-08,1,1
CUST_00525,1996,F,IT,2024-11-07,1,1
CUST_00526,1983,M,IT,2024-10-05,0,0
CUST_00527,1981,M,JP,2022-02-08,0,1
CUST_00528,2003,M,FR,2023-01-16,1,1
CUST_00529,1997,M,IT,2023-06-03,1,1
CUST_00530,1974,M,JP,2021-05-24,1,1
CUST_00531,1989,F,JP,2024-09-22,1,0
CUST_00532,1994,F,FR,2022-11-08,1,1
CUST_00533,2002,F,JP,2024-06-30,1,1
CUST_00534,1950,M,FR,2022-10-05,0,1
CUST_00535,1965,M,FR,2024-09-20,1,0
CUST_00536,1988,M,DE,2021-09-13,0,1
CUST_00537,1954,M,IT,2022-09-08,1,1
CUST_00538,1971,F,US,2023-11-05,1,1
